TradingDate,Symbol,NAV,ReturnAccumulativeNAV,TradingDays,ChangeRatio,AvgTurnoverRate,Volume,MarketValue,y,IV,Ipostpbdt,PurchaseHouseholders,NetSales,Interest
2020/10/30,160716,1.6113,0.0258,16,0.0256,0.006611,5837324,1348780939,0.0986,-0.0231,2009/12/5,33250,3436467969,561974.61
2020/11/30,160716,1.7511,0.0868,21,0.0986,0.008303,9623457,1481723789,-0.0488,0.0256,2009/12/5,33250,3436467969,561974.61
2020/3/31,160806,1.289,-0.0513,22,-0.1039,0.000674,893682,355135034,0.0658,-0.022,2009/4/27,25524,14685567144,1166095.24
2020/4/30,160806,1.367,0.0511,21,0.0658,0.000153,202254,378513829.4,-0.0074,-0.1039,2009/4/27,25524,14685567144,1166095.24
2020/5/29,160806,1.367,0,18,-0.0074,0.000545,505363,375730639.5,0.0311,0.0658,2009/4/27,25524,14685567144,1166095.24
2020/6/30,160806,1.412,0.0712,20,0.0311,0.001084,1437056,342424769.8,0.1674,-0.0074,2009/4/27,25524,14685567144,1166095.24
2020/7/31,160806,1.637,0.1303,23,0.1674,0.0034,5181177,399741559.6,0.0437,0.0311,2009/4/27,25524,14685567144,1166095.24
2020/8/31,160806,1.691,0.0279,21,0.0437,0.004077,5673439,417207190.8,-0.0489,0.1674,2009/4/27,25524,14685567144,1166095.24
2020/9/30,160806,1.621,-0.0351,22,-0.0489,0.000927,921298,409847103,0.026,0.0437,2009/4/27,25524,14685567144,1166095.24
2020/10/30,160806,1.65,0.0153,16,0.026,0.000511,507976,420518881.2,0.0489,-0.0489,2009/4/27,25524,14685567144,1166095.24
2020/11/30,160806,1.738,0.0445,21,0.0489,0.000618,818631,441100167.8,-0.0432,0.026,2009/4/27,25524,14685567144,1166095.24
2020/3/31,160807,1.238,-0.0504,22,-0.0697,0.313435,7921068,199956230.6,0.0578,-0.0083,2010/6/24,12976,898648405.8,267463.53
2020/4/30,160807,1.312,0.0538,21,0.0578,0.055381,1332933,211517217.9,-0.0031,-0.0697,2010/6/24,12976,898648405.8,267463.53
2020/5/29,160807,1.31,-0.0014,18,-0.0031,0.021107,457219,210865894.7,0.0425,0.0578,2010/6/24,12976,898648405.8,267463.53
2020/6/30,160807,1.355,0.0795,20,0.0425,0.052638,1266912,271216122.3,0.1548,-0.0031,2010/6/24,12976,898648405.8,267463.53
2020/7/31,160807,1.577,0.1421,23,0.1548,0.173791,4810293,313204396,0.0532,0.0425,2010/6/24,12976,898648405.8,267463.53
2020/8/31,160807,1.636,0.0331,21,0.0532,0.03912,988644,329879165,-0.039,0.1548,2010/6/24,12976,898648405.8,267463.53
2020/9/30,160807,1.58,-0.0304,22,-0.039,0.013694,362548,330751202,0.0108,0.0532,2010/6/24,12976,898648405.8,267463.53
2020/10/30,160807,1.618,0.0213,16,0.0108,0.010902,131199,334314427.9,0.0777,-0.039,2010/6/24,12976,898648405.8,267463.53
2020/11/30,160807,1.715,0.0532,21,0.0777,0.016388,374710,360305016.6,-0.0401,0.0108,2010/6/24,12976,898648405.8,267463.53
2020/3/31,161017,1.676,-0.0576,22,-0.0652,0.023363,45632542,6090540452,0.0572,0.0153,2011/8/31,6111,455241485.7,245764.18
2020/4/30,161017,1.776,0.0489,21,0.0572,0.014423,26890696,6438986151,0.0006,-0.0652,2011/8/31,6111,455241485.7,245764.18
2020/5/29,161017,1.787,0.0051,18,0.0006,0.012485,19951916,6442615794,0.1003,0.0572,2011/8/31,6111,455241485.7,245764.18
2020/6/30,161017,1.965,0.0826,20,0.1003,0.01323,23490727,5566731002,0.1326,0.0006,2011/8/31,6111,455241485.7,245764.18
2020/7/31,161017,2.225,0.1114,23,0.1326,0.020949,42776663,6304971315,0.0145,0.1003,2011/8/31,6111,455241485.7,245764.18
2020/8/31,161017,2.255,0.0116,21,0.0145,0.013613,25379641,6396182473,-0.0557,0.1326,2011/8/31,6111,455241485.7,245764.18
2020/9/30,161017,2.116,-0.053,22,-0.0557,0.006981,13635428,5420755122,-0.0165,0.0145,2011/8/31,6111,455241485.7,245764.18
2020/10/30,161017,2.075,-0.0165,16,-0.0165,0.006978,9911661,5331219290,0.0125,-0.0557,2011/8/31,6111,455241485.7,245764.18
2020/11/30,161017,2.119,0.018,21,0.0125,0.006132,11431826,5397731622,0.027,-0.0165,2011/8/31,6111,455241485.7,245764.18
2020/3/31,161029,1.002,-0.049,22,-0.0493,0.001848,692041,258707079.5,0.0359,-0.0639,2015/4/13,27041,2070357932,360945.6
2020/4/30,161029,1.047,0.0414,21,0.0359,0.001401,474813,267992677.5,-0.0173,-0.0493,2015/4/13,27041,2070357932,360945.6
2020/5/29,161029,1.035,-0.0106,18,-0.0173,0.000811,260442,263349878.5,0.0186,0.0359,2015/4/13,27041,2070357932,360945.6
2020/6/30,161029,1.041,0.0054,20,0.0186,0.001873,634926,345364619.2,0.051,-0.0173,2015/4/13,27041,2070357932,360945.6
2020/7/31,161029,1.095,0.0479,23,0.051,0.006616,2714329,362964931.5,0.0558,0.0186,2015/4/13,27041,2070357932,360945.6
2020/8/31,161029,1.161,0.0559,21,0.0558,0.004436,1661481,383221894.8,-0.0217,0.051,2015/4/13,27041,2070357932,360945.6
2020/9/30,161029,1.124,-0.0297,22,-0.0217,0.003282,1287911,504401020.7,0.0328,0.0558,2015/4/13,27041,2070357932,360945.6
2020/10/30,161029,1.168,0.0364,16,0.0328,0.002842,810963,520931435.1,0.0798,-0.0217,2015/4/13,27041,2070357932,360945.6
2020/11/30,161029,1.264,0.0766,21,0.0798,0.003077,1152604,562480854.8,0.0056,0.0328,2015/4/13,27041,2070357932,360945.6
2020/3/31,161033,1.252,-0.1552,22,-0.147,0.495849,79944067,300874416.4,0.1218,0.048,2016/1/4,1023,219784445.5,25075.75
2020/4/30,161033,1.407,0.1238,21,0.1218,0.093601,14405068,337519377.3,-0.0214,-0.147,2016/1/4,1023,219784445.5,25075.75
2020/5/29,161033,1.367,-0.0284,18,-0.0214,0.069395,9154049,330286819.3,0.146,0.1218,2016/1/4,1023,219784445.5,25075.75
2020/6/30,161033,1.581,0.1565,20,0.146,0.070587,10345938,339919767.1,0.0771,-0.0214,2016/1/4,1023,219784445.5,25075.75
2020/7/31,161033,1.71,0.0816,23,0.0771,0.180518,30427204,366117405.2,0.0154,0.146,2016/1/4,1023,219784445.5,25075.75
2020/8/31,161033,1.722,0.007,21,0.0154,0.055697,8571706,371746649.7,-0.0582,0.0771,2016/1/4,1023,219784445.5,25075.75
2020/9/30,161033,1.622,-0.0581,22,-0.0582,0.026806,4321878,325328361.2,0.0019,0.0154,2016/1/4,1023,219784445.5,25075.75
2020/10/30,161033,1.629,0.0043,16,0.0019,0.020368,2388230,325931938.9,0.0407,-0.0582,2016/1/4,1023,219784445.5,25075.75
2020/11/30,161033,1.679,0.0307,21,0.0407,0.039932,6145525,339210647.5,-0.0059,0.0019,2016/1/4,1023,219784445.5,25075.75
2020/3/31,161035,1.437,0.0406,22,0.0444,0.011111,3872645,410030485.2,0.0788,0.0029,2016/9/28,23576,319467509.9,102622.65
2020/4/30,161035,1.557,0.0835,21,0.0788,0.017667,5877668,442341116.2,0.0465,0.0444,2016/9/28,23576,319467509.9,102622.65
2020/5/29,161035,1.651,0.0604,18,0.0465,0.011978,3415656,462928420.9,0.2359,0.0788,2016/9/28,23576,319467509.9,102622.65
2020/6/30,161035,1.976,0.1969,20,0.2359,0.018818,5962607,786867999.7,0.07,0.0465,2016/9/28,23576,319467509.9,102622.65
2020/7/31,161035,2.163,0.0946,23,0.07,0.057509,20955450,841921233,-0.007,0.2359,2016/9/28,23576,319467509.9,102622.65
2020/8/31,161035,2.15,-0.006,21,-0.007,0.017458,5808215,836022672.3,-0.0701,0.07,2016/9/28,23576,319467509.9,102622.65
2020/9/30,161035,1.967,-0.0851,22,-0.0701,0.009556,3330510,654887696,0.0152,-0.007,2016/9/28,23576,319467509.9,102622.65
2020/10/30,161035,2.018,0.0259,16,0.0152,0.009961,2524905,664825293.8,-0.0807,-0.0701,2016/9/28,23576,319467509.9,102622.65
2020/11/30,161035,1.846,-0.0852,21,-0.0807,0.003326,1106648,611162265.6,0.11,0.0152,2016/9/28,23576,319467509.9,102622.65
2020/3/31,161036,0.643,-0.0979,22,-0.0739,0.000767,311708,38127736.03,0.0598,-0.0014,2017/1/26,10409,566649872.9,81230.92
2020/4/30,161036,0.6886,0.0709,21,0.0598,0.000493,165049,40408382.81,0.0043,-0.0739,2017/1/26,10409,566649872.9,81230.92
2020/5/29,161036,0.7009,0.0179,18,0.0043,0.001286,522129,40583817.18,0.1499,0.0598,2017/1/26,10409,566649872.9,81230.92
2020/6/30,161036,0.8105,0.1564,20,0.1499,0.002885,1378461,50814734.34,0.1028,0.0043,2017/1/26,10409,566649872.9,81230.92
2020/7/31,161036,0.8865,0.0938,23,0.1028,0.005499,3021851,56036298.52,0.008,0.1499,2017/1/26,10409,566649872.9,81230.92
2020/8/31,161036,0.893,0.0073,21,0.008,0.001724,865008,56482041.81,-0.0271,0.1028,2017/1/26,10409,566649872.9,81230.92
2020/9/30,161036,0.851,-0.047,22,-0.0271,0.000932,467662,92840831.42,-0.0521,0.008,2017/1/26,10409,566649872.9,81230.92
2020/10/30,161036,0.8122,-0.0456,16,-0.0521,0.001343,449133,87999768.36,-0.0183,-0.0271,2017/1/26,10409,566649872.9,81230.92
2020/11/30,161036,0.8096,-0.0032,21,-0.0183,0.000372,106705,86386080.68,0.0037,-0.0521,2017/1/26,10409,566649872.9,81230.92
2020/3/31,161037,1.3079,-0.1083,22,-0.1207,0.065111,4220798,40862719.82,0.1056,0.0476,2017/3/22,3461,281377933.1,117356.47
2020/4/30,161037,1.4514,0.1097,21,0.1056,0.011189,692321,45178982.43,0.0042,-0.1207,2017/3/22,3461,281377933.1,117356.47
2020/5/29,161037,1.4513,-0.0001,18,0.0042,0.012955,687105,45368015.83,0.1521,0.1056,2017/3/22,3461,281377933.1,117356.47
2020/6/30,161037,1.6782,0.1563,20,0.1521,0.014766,870181,64804845.29,0.1398,0.0042,2017/3/22,3461,281377933.1,117356.47
2020/7/31,161037,1.8973,0.1306,23,0.1398,0.043322,2935964,73867367.35,0.0011,0.1521,2017/3/22,3461,281377933.1,117356.47
2020/8/31,161037,1.8921,-0.0027,21,0.0011,0.026819,1659494,73945492.54,-0.0359,0.1398,2017/3/22,3461,281377933.1,117356.47
2020/9/30,161037,1.815,-0.0407,22,-0.0359,0.007772,503797,66137794.19,0.0132,0.0011,2017/3/22,3461,281377933.1,117356.47
2020/10/30,161037,1.8434,0.0156,16,0.0132,0.015597,735331,67007551.49,0.0054,-0.0359,2017/3/22,3461,281377933.1,117356.47
2020/11/30,161037,1.8481,0.0025,21,0.0054,0.01125,696150,67369950.36,0.0748,0.0132,2017/3/22,3461,281377933.1,117356.47
2020/3/31,161039,1.245,-0.0565,22,-0.0627,0.005972,701193,95691968.13,0.0645,0.0835,2018/4/26,8578,512011341.3,102702.5
2020/4/30,161039,1.3322,0.07,21,0.0645,0.002744,289935,101865643.5,0.022,-0.0627,2018/4/26,8578,512011341.3,102702.5
2020/5/29,161039,1.3563,0.0181,18,0.022,0.003432,302239,104103600.8,0.1008,0.0645,2018/4/26,8578,512011341.3,102702.5
2020/6/30,161039,1.4981,0.1045,20,0.1008,0.003678,388621,142870144.8,0.1273,0.022,2018/4/26,8578,512011341.3,102702.5
2020/7/31,161039,1.6931,0.1302,23,0.1273,0.009737,1314731,161053617.8,0.0741,0.1008,2018/4/26,8578,512011341.3,102702.5
2020/8/31,161039,1.7467,0.0317,21,0.0741,0.003809,447242,172983515.4,-0.104,0.1273,2018/4/26,8578,512011341.3,102702.5
2020/9/30,161039,1.6307,-0.0664,22,-0.104,0.00907,1171406,204397573.5,0.0081,0.0741,2018/4/26,8578,512011341.3,102702.5
2020/10/30,161039,1.6339,0.002,16,0.0081,0.012889,1210621,206046964.2,0.0277,-0.104,2018/4/26,8578,512011341.3,102702.5
2020/11/30,161039,1.6373,0.0021,21,0.0277,0.007677,811262,211756393.6,-0.0102,0.0081,2018/4/26,8578,512011341.3,102702.5
2020/3/31,161118,1.0358,-0.1009,22,-0.105,0.002823,3984767,206446626.9,0.0899,0.026,2012/8/9,2501,401025502.5,69225.16
2020/4/30,161118,1.1231,0.0843,21,0.0899,0.0013,1751661,225012697,-0.0126,-0.105,2012/8/9,2501,401025502.5,69225.16
2020/5/29,161118,1.1132,-0.0088,18,-0.0126,0.001576,1820372,222187425.5,0.1426,0.0899,2012/8/9,2501,401025502.5,69225.16
2020/6/30,161118,1.2672,0.1383,20,0.1426,0.002644,3393863,237177610.6,0.1288,-0.0126,2012/8/9,2501,401025502.5,69225.16
2020/7/31,161118,1.4288,0.1275,23,0.1288,0.004002,5906715,267720355.4,0.0183,0.1426,2012/8/9,2501,401025502.5,69225.16
2020/8/31,161118,1.4516,0.016,21,0.0183,0.002282,3074706,272622277.4,-0.0394,0.1288,2012/8/9,2501,401025502.5,69225.16
2020/9/30,161118,1.3912,-0.0416,22,-0.0394,0.000732,1033747,258725742,0.0403,0.0183,2012/8/9,2501,401025502.5,69225.16
2020/10/30,161118,1.4403,0.0353,16,0.0403,0.001445,1483610,269156729.5,-0.0083,-0.0394,2012/8/9,2501,401025502.5,69225.16
2020/11/30,161118,1.455,0.0102,21,-0.0083,0.001509,2033529,266921517.9,0.0572,0.0403,2012/8/9,2501,401025502.5,69225.16
2020/9/30,161121,1.0089,-0.0307,22,-0.0288,0.008809,15345809,369315257.3,0.0445,-0.028,2015/5/13,4520,377815233.3,41740.8
2020/10/30,161121,1.0577,0.0434,16,0.0445,0.001817,2302359,385753621.9,0.1117,-0.0288,2015/5/13,4520,377815233.3,41740.8
2020/11/30,161121,1.1517,0.0801,21,0.1117,0.002481,4126336,428858666.8,-0.0494,0.0445,2015/5/13,4520,377815233.3,41740.8
2020/3/31,161213,1.694,-0.0231,22,-0.0324,0.046188,220547,32333454.33,0.064,0,2010/11/9,7605,1246852047,167257.02
2020/4/30,161213,1.813,0.0702,21,0.064,0.008161,21920,34401403.89,0.0444,-0.0324,2010/11/9,7605,1246852047,167257.02
2020/5/29,161213,1.883,0.0386,18,0.0444,0.00733,26252,35928207.77,0.1361,0.064,2010/11/9,7605,1246852047,167257.02
2020/6/30,161213,2.085,0.1073,20,0.1361,0.014201,72047,39072351.5,0.1151,0.0444,2010/11/9,7605,1246852047,167257.02
2020/7/31,161213,2.378,0.1405,23,0.1151,0.230636,1583080,43567891.94,0.0348,0.1361,2010/11/9,7605,1246852047,167257.02
2020/8/31,161213,2.458,0.0336,21,0.0348,0.102112,639949,45084905.59,-0.0611,0.1151,2010/11/9,7605,1246852047,167257.02
2020/9/30,161213,2.306,-0.0618,22,-0.0611,0.031865,199701,40296502.44,0.0175,0.0348,2010/11/9,7605,1246852047,167257.02
2020/10/30,161213,2.375,0.0299,16,0.0175,0.018094,75597,41000986.75,0.0228,-0.0611,2010/11/9,7605,1246852047,167257.02
2020/11/30,161213,2.39,0.0063,21,0.0228,0.069158,433421,41934428.46,0.113,0.0175,2010/11/9,7605,1246852047,167257.02
2020/3/31,161217,0.588,-0.087,22,-0.0845,0.001621,662167,138144376.1,-0.0017,-0.0284,2011/6/15,8369,726252231.6,139203.77
2020/4/30,161217,0.6,0.0204,21,-0.0017,0.000765,227160,137912590.2,0.0202,-0.0845,2011/6/15,8369,726252231.6,139203.77
2020/5/29,161217,0.604,0.0067,18,0.0202,0.00067,199108,140694020.6,0.0313,-0.0017,2011/6/15,8369,726252231.6,139203.77
2020/6/30,161217,0.629,0.0414,20,0.0313,0.002373,880930,143872978.4,0.1741,0.0202,2011/6/15,8369,726252231.6,139203.77
2020/7/31,161217,0.746,0.186,23,0.1741,0.005629,2403072,168924343.7,0.034,0.0313,2011/6/15,8369,726252231.6,139203.77
2020/8/31,161217,0.754,0.0107,21,0.034,0.004027,1569759,174670069.7,-0.0711,0.1741,2011/6/15,8369,726252231.6,139203.77
2020/9/30,161217,0.708,-0.061,22,-0.0711,0.000922,359287,116821935.5,0.0326,0.034,2011/6/15,8369,726252231.6,139203.77
2020/10/30,161217,0.721,0.0184,16,0.0326,0.001551,431972,120627749.3,0.1852,-0.0711,2011/6/15,8369,726252231.6,139203.77
2020/11/30,161217,0.865,0.1997,21,0.1852,0.006362,2361771,142966221.4,0.0162,0.0326,2011/6/15,8369,726252231.6,139203.77
2020/3/31,161607,1.039,-0.0235,22,-0.052,0.003063,730096,835294878.7,0.049,-0.0258,2005/3/7,7340,513273618.6,254401.25
2020/4/30,161607,1.104,0.023,21,0.049,0.001301,265882,876256454.5,-0.0046,-0.052,2005/3/7,7340,513273618.6,254401.25
2020/5/29,161607,1.09,-0.0048,18,-0.0046,0.000912,124300,872240613.8,0.081,0.049,2005/3/7,7340,513273618.6,254401.25
2020/6/30,161607,1.188,0.0341,20,0.081,0.001395,316636,835974844.2,0.1431,-0.0046,2005/3/7,7340,513273618.6,254401.25
2020/7/31,161607,1.364,0.0592,23,0.1431,0.007776,1942064,955603271.6,0.0611,0.081,2005/3/7,7340,513273618.6,254401.25
2020/8/31,161607,1.432,0.0216,21,0.0611,0.002588,587503,1013993337,-0.0267,0.1431,2005/3/7,7340,513273618.6,254401.25
2020/9/30,161607,1.391,-0.0127,22,-0.0267,0.000739,159309,875836491.3,0.0375,0.0611,2005/3/7,7340,513273618.6,254401.25
2020/10/30,161607,1.442,0.016,16,0.0375,0.001893,343757,908696157.6,0.048,-0.0267,2005/3/7,7340,513273618.6,254401.25
2020/11/30,161607,1.51,0.0211,21,0.048,0.001955,443809,952298407.2,-0.006,0.0375,2005/3/7,7340,513273618.6,254401.25
2020/3/31,161631,1.2137,-0.1539,22,-0.1454,0.047049,126714871,810000413.2,0.0908,0.0934,2016/12/28,2216,205053460.2,60260.04
2020/4/30,161631,1.3274,0.0937,21,0.0908,0.020819,53522836,883576008.1,-0.0106,-0.1454,2016/12/28,2216,205053460.2,60260.04
2020/5/29,161631,1.3072,-0.0152,18,-0.0106,0.019305,42540040,874211841.5,0.1048,0.0908,2016/12/28,2216,205053460.2,60260.04
2020/6/30,161631,1.4537,0.1121,20,0.1048,0.017759,43481982,922237744.4,0.1177,-0.0106,2016/12/28,2216,205053460.2,60260.04
2020/7/31,161631,1.6253,0.118,23,0.1177,0.030332,85405461,1030811440,-0.0112,0.1048,2016/12/28,2216,205053460.2,60260.04
2020/8/31,161631,1.6014,-0.0147,21,-0.0112,0.014172,36434865,1019315402,-0.0764,0.1177,2016/12/28,2216,205053460.2,60260.04
2020/9/30,161631,1.4686,-0.0829,22,-0.0764,0.006391,17213439,849710437,0.0047,-0.0112,2016/12/28,2216,205053460.2,60260.04
2020/10/30,161631,1.483,0.0098,16,0.0047,0.005742,11246098,853745696.9,0.0054,-0.0764,2016/12/28,2216,205053460.2,60260.04
2020/11/30,161631,1.4864,0.0023,21,0.0054,0.010492,26973183,858357422.5,-0.0255,0.0047,2016/12/28,2216,205053460.2,60260.04
2020/3/31,161715,0.8278,-0.0352,22,-0.0371,0.004439,1234027,40650961.2,0.0048,-0.0486,2012/5/16,4752,1063098623,157697.49
2020/4/30,161715,0.8324,0.0048,21,0.0048,0.002556,678370,40846869.45,-0.0048,-0.0371,2012/5/16,4752,1063098623,157697.49
2020/5/29,161715,0.8384,0.0062,18,-0.0048,0.005235,1190727,40650961.2,0.041,0.0048,2012/5/16,4752,1063098623,157697.49
2020/6/30,161715,0.8715,0.0339,20,0.041,0.004456,1126221,42529298.18,0.2083,-0.0048,2012/5/16,4752,1063098623,157697.49
2020/7/31,161715,1.047,0.1738,23,0.2083,0.011065,3215978,51389568.64,0.0144,0.041,2012/5/16,4752,1063098623,157697.49
2020/8/31,161715,1.066,0.016,21,0.0144,0.011217,2976715,52127924.51,-0.0859,0.2083,2012/5/16,4752,1063098623,157697.49
2020/9/30,161715,0.9754,-0.0752,22,-0.0859,0.003606,1002634,43706376.23,0.0196,0.0144,2012/5/16,4752,1063098623,157697.49
2020/10/30,161715,0.9856,0.0092,16,0.0196,0.001911,386311,44564249.31,0.1378,-0.0859,2012/5/16,4752,1063098623,157697.49
2020/11/30,161715,1.1264,0.1253,21,0.1378,0.010974,2912263,50704814.57,-0.0062,0.0196,2012/5/16,4752,1063098623,157697.49
2020/3/31,161907,1.5417,-0.0455,22,-0.0296,0.006031,296152,36468969.46,-0.0038,-0.0223,2011/2/10,16900,1088413533,226051.62
2020/4/30,161907,1.5894,0.0309,21,-0.0038,0.001962,96345,36329863.41,-0.0057,-0.0296,2011/2/10,16900,1088413533,226051.62
2020/5/29,161907,1.5756,-0.0087,18,-0.0057,0.003628,135716,36121204.34,0.0546,-0.0038,2011/2/10,16900,1088413533,226051.62
2020/6/30,161907,1.6358,0.0382,20,0.0546,0.005516,257958,37166262.83,0.1029,-0.0057,2011/2/10,16900,1088413533,226051.62
2020/7/31,161907,1.8084,0.1055,23,0.1029,0.016803,903629,40989207.7,0.0292,0.0546,2011/2/10,16900,1088413533,226051.62
2020/8/31,161907,1.8752,0.0369,21,0.0292,0.007972,391435,42188119.4,-0.0359,0.1029,2011/2/10,16900,1088413533,226051.62
2020/9/30,161907,1.7964,-0.042,22,-0.0359,0.004752,244416,41879900.26,0.03,0.0292,2011/2/10,16900,1088413533,226051.62
2020/10/30,161907,1.8159,0.0109,16,0.03,0.004244,158785,43137694.81,0.061,-0.0359,2011/2/10,16900,1088413533,226051.62
2020/11/30,161907,1.9635,0.0813,21,0.061,0.007671,376635,45769746.39,-0.0504,0.03,2011/2/10,16900,1088413533,226051.62
2020/3/31,162216,0.9912,-0.0333,22,-0.0632,0.006831,696801,332488470.2,0.0524,0.0028,2011/10/20,4152,1435113081,354684.61
2020/4/30,162216,1.0479,0.0261,21,0.0524,0.007289,709663,349899749.6,-0.0038,-0.0632,2011/10/20,4152,1435113081,354684.61
2020/5/29,162216,1.0534,0.0025,18,-0.0038,0.003329,277861,348560420.4,0.1076,0.0524,2011/10/20,4152,1435113081,354684.61
2020/6/30,162216,1.1611,0.0483,20,0.1076,0.004745,418022,372764511.5,0.1596,-0.0038,2011/10/20,4152,1435113081,354684.61
2020/7/31,162216,1.3535,0.0822,23,0.1596,0.007239,771992,432251649.5,0.0344,0.1076,2011/10/20,4152,1435113081,354684.61
2020/8/31,162216,1.3732,0.0078,21,0.0344,0.002713,264145,447123434,-0.0521,0.1596,2011/10/20,4152,1435113081,354684.61
2020/9/30,162216,1.2989,-0.0291,22,-0.0521,0.003527,343386,387259739.4,0.0069,0.0344,2011/10/20,4152,1435113081,354684.61
2020/10/30,162216,1.3064,0.003,16,0.0069,0.003421,253786,389918273.1,0.0152,-0.0521,2011/10/20,4152,1435113081,354684.61
2020/11/30,162216,1.3225,0.0065,21,0.0152,0.002184,212656,395826125.7,-0.0022,0.0069,2011/10/20,4152,1435113081,354684.61
2020/3/31,162307,1.061,-0.0436,22,-0.0242,0.007226,311619,168503114.2,-0.03,-0.0197,2009/9/4,21475,2086432234,716641.45
2020/4/30,162307,1.123,0.0441,21,-0.03,0.003761,180202,163453791.5,-0.0159,-0.0242,2009/9/4,21475,2086432234,716641.45
2020/5/29,162307,1.112,-0.0075,18,-0.0159,0.005366,205686,160856996.9,0.0601,-0.03,2009/9/4,21475,2086432234,716641.45
2020/6/30,162307,1.192,0.0549,20,0.0601,0.006025,259819,168472893.3,0.1387,-0.0159,2009/9/4,21475,2086432234,716641.45
2020/7/31,162307,1.363,0.1113,23,0.1387,0.009292,489804,191848150.9,0.0617,0.0601,2009/9/4,21475,2086432234,716641.45
2020/8/31,162307,1.435,0.0422,21,0.0617,0.007396,318981,203678311.7,0.0441,0.1387,2009/9/4,21475,2086432234,716641.45
2020/9/30,162307,1.391,-0.0247,22,0.0441,0.003822,109895,108469789.1,-0.0268,0.0617,2009/9/4,21475,2086432234,716641.45
2020/10/30,162307,1.441,0.0288,16,-0.0268,0.003842,101246,105561751.8,0.064,0.0441,2009/9/4,21475,2086432234,716641.45
2020/11/30,162307,1.541,0.056,21,0.064,0.001726,78588,112322938.4,0.121,-0.0268,2009/9/4,21475,2086432234,716641.45
2020/3/31,162416,0.8686,-0.1175,22,-0.0626,0.014799,1568785,35276368.39,0.0245,-0.0524,2018/2/2,3531,246915308.7,57991.54
2020/4/30,162416,0.9222,0.0617,21,0.0245,0.006591,666888,36140600.13,-0.0598,-0.0626,2018/2/2,3531,246915308.7,57991.54
2020/5/29,162416,0.865,-0.062,18,-0.0598,0.006334,549345,33980020.77,0.0578,0.0245,2018/2/2,3531,246915308.7,57991.54
2020/6/30,162416,0.9262,0.0708,20,0.0578,0.01182,1139087,39754807.47,-0.0077,-0.0598,2018/2/2,3531,246915308.7,57991.54
2020/7/31,162416,0.9106,-0.0168,23,-0.0077,0.00743,787585,39450672.33,0.0485,0.0578,2018/2/2,3531,246915308.7,57991.54
2020/8/31,162416,0.9541,0.0478,21,0.0485,0.005523,558886,41362378.92,-0.0704,-0.0077,2018/2/2,3531,246915308.7,57991.54
2020/9/30,162416,0.8845,-0.0729,22,-0.0704,0.003246,344142,39095795.44,-0.009,0.0485,2018/2/2,3531,246915308.7,57991.54
2020/10/30,162416,0.8812,-0.0037,16,-0.009,0.003723,287012,38742387.12,0.1003,-0.0704,2018/2/2,3531,246915308.7,57991.54
2020/11/30,162416,0.963,0.0928,21,0.1003,0.00829,798951,42629878.64,0.0259,-0.009,2018/2/2,3531,246915308.7,57991.54
2020/3/31,162510,0.865,-0.0445,22,-0.0818,0.002741,81628,8088088.79,0.04,0.0292,2012/2/15,5177,808948084.3,161101.97
2020/4/30,162510,0.915,0.0302,21,0.04,0.002625,67000,8411612.35,-0.022,-0.0818,2012/2/15,5177,808948084.3,161101.97
2020/5/29,162510,0.916,0.0006,18,-0.022,0.000811,13800,8226741.74,0.1157,0.04,2012/2/15,5177,808948084.3,161101.97
2020/6/30,162510,1.004,0.0516,20,0.1157,0.002164,128893,8737382.06,0.1571,-0.022,2012/2/15,5177,808948084.3,161101.97
2020/7/31,162510,1.138,0.0748,23,0.1571,0.003761,287986,10110022.14,-0.0035,0.1157,2012/2/15,5177,808948084.3,161101.97
2020/8/31,162510,1.146,0.0042,21,-0.0035,0.001752,89452,10074826.24,-0.0445,0.1571,2012/2/15,5177,808948084.3,161101.97
2020/9/30,162510,1.069,-0.0398,22,-0.0445,0.001104,28181,8298122.84,-0.0073,-0.0035,2012/2/15,5177,808948084.3,161101.97
2020/10/30,162510,1.079,0.0054,16,-0.0073,0.001262,32211,8237441.87,-0.011,-0.0445,2012/2/15,5177,808948084.3,161101.97
2020/3/31,163110,1.5868,-0.0271,22,-0.072,0.005425,1395310,470854986.2,0.0661,0.039,2011/5/11,9765,512877725.5,109957.57
2020/4/30,163110,1.666,0.0297,21,0.0661,0.002161,479954,501963429.8,-0.0355,-0.072,2011/5/11,9765,512877725.5,109957.57
2020/5/29,163110,1.6549,-0.004,18,-0.0355,0.002158,428966,484144030.1,0.136,0.0661,2011/5/11,9765,512877725.5,109957.57
2020/6/30,163110,1.8477,0.0704,20,0.136,0.005846,1366851,500453269.5,0.1527,-0.0355,2011/5/11,9765,512877725.5,109957.57
2020/7/31,163110,2.117,0.0919,23,0.1527,0.00369,992200,576854153,0.0248,0.136,2011/5/11,9765,512877725.5,109957.57
2020/8/31,163110,2.1472,0.0094,21,0.0248,0.003685,861652,591144965.8,-0.0465,0.1527,2011/5/11,9765,512877725.5,109957.57
2020/9/30,163110,2.0264,-0.0374,22,-0.0465,0.002473,549361,610241617.2,0.0102,0.0248,2011/5/11,9765,512877725.5,109957.57
2020/10/30,163110,2.0536,0.0087,16,0.0102,0.00212,396580,616489824.9,-0.0082,-0.0465,2011/5/11,9765,512877725.5,109957.57
